Ping 10.0.0.1 via ports 65534->7000
Reply from 10.0.0.1 seq=0 time=0.429248 ms
Reply from 10.0.0.1 seq=1 time=0.509248 ms
Reply from 10.0.0.1 seq=2 time=0.549248 ms
Reply from 10.0.0.1 seq=3 time=0.589248 ms
Reply from 10.0.0.1 seq=4 time=0.589248 ms
Reply from 10.0.0.1 seq=5 time=0.589248 ms
Reply from 10.0.0.1 seq=6 time=0.589248 ms
Reply from 10.0.0.1 seq=7 time=0.669248 ms
Reply from 10.0.0.1 seq=8 time=0.673819 ms
Reply from 10.0.0.1 seq=9 time=0.67551 ms
Reply from 10.0.0.1 seq=10 time=0.869248 ms
Reply from 10.0.0.1 seq=11 time=0.869248 ms
Reply from 10.0.0.1 seq=12 time=0.869248 ms
Reply from 10.0.0.1 seq=13 time=0.884391 ms
Reply from 10.0.0.1 seq=14 time=0.909248 ms
Reply from 10.0.0.1 seq=15 time=0.909248 ms
Reply from 10.0.0.1 seq=16 time=0.909248 ms
Reply from 10.0.0.1 seq=17 time=0.909248 ms
Reply from 10.0.0.1 seq=18 time=0.949248 ms
Reply from 10.0.0.1 seq=19 time=0.949248 ms
Reply from 10.0.0.1 seq=20 time=1.02925 ms
Reply from 10.0.0.1 seq=21 time=1.02925 ms
Reply from 10.0.0.1 seq=22 time=1.02925 ms
Reply from 10.0.0.1 seq=23 time=1.02925 ms
Reply from 10.0.0.1 seq=24 time=1.0377 ms
Reply from 10.0.0.1 seq=25 time=1.02925 ms
Reply from 10.0.0.1 seq=26 time=1.06925 ms
Reply from 10.0.0.1 seq=27 time=1.10211 ms
Reply from 10.0.0.1 seq=28 time=1.10925 ms
Reply from 10.0.0.1 seq=29 time=1.11091 ms
Reply from 10.0.0.1 seq=30 time=1.10925 ms
Reply from 10.0.0.1 seq=31 time=1.10925 ms
Reply from 10.0.0.1 seq=32 time=1.12146 ms
Reply from 10.0.0.1 seq=33 time=1.12237 ms
Reply from 10.0.0.1 seq=34 time=1.14275 ms
Reply from 10.0.0.1 seq=35 time=1.10925 ms
Reply from 10.0.0.1 seq=36 time=1.11764 ms
Reply from 10.0.0.1 seq=37 time=1.10925 ms
Reply from 10.0.0.1 seq=38 time=1.11977 ms
Reply from 10.0.0.1 seq=39 time=1.12951 ms
Reply from 10.0.0.1 seq=40 time=1.10925 ms
Reply from 10.0.0.1 seq=41 time=1.13816 ms
Reply from 10.0.0.1 seq=42 time=1.10925 ms
Reply from 10.0.0.1 seq=43 time=1.13918 ms
Reply from 10.0.0.1 seq=44 time=1.12933 ms
Reply from 10.0.0.1 seq=45 time=1.13963 ms
Reply from 10.0.0.1 seq=46 time=1.12 ms
Reply from 10.0.0.1 seq=47 time=1.16809 ms
Reply from 10.0.0.1 seq=48 time=1.17077 ms
Reply from 10.0.0.1 seq=49 time=1.15994 ms
Reply from 10.0.0.1 seq=50 time=1.15624 ms
Reply from 10.0.0.1 seq=51 time=1.16518 ms
Reply from 10.0.0.1 seq=52 time=1.15224 ms
Reply from 10.0.0.1 seq=53 time=1.14925 ms
Reply from 10.0.0.1 seq=54 time=1.16932 ms
Reply from 10.0.0.1 seq=55 time=1.14957 ms
Reply from 10.0.0.1 seq=56 time=1.22802 ms
Reply from 10.0.0.1 seq=57 time=1.20874 ms
Reply from 10.0.0.1 seq=58 time=1.18925 ms
Reply from 10.0.0.1 seq=59 time=1.18925 ms
Reply from 10.0.0.1 seq=60 time=1.18925 ms
Reply from 10.0.0.1 seq=61 time=1.21704 ms
Reply from 10.0.0.1 seq=62 time=1.21126 ms
Reply from 10.0.0.1 seq=63 time=1.18965 ms
Reply from 10.0.0.1 seq=64 time=1.19306 ms
Reply from 10.0.0.1 seq=65 time=1.19809 ms
Reply from 10.0.0.1 seq=66 time=1.19928 ms
Reply from 10.0.0.1 seq=67 time=1.23415 ms
Reply from 10.0.0.1 seq=68 time=1.2013 ms
Reply from 10.0.0.1 seq=69 time=1.18925 ms
Reply from 10.0.0.1 seq=70 time=1.19228 ms
Reply from 10.0.0.1 seq=71 time=1.20232 ms
Reply from 10.0.0.1 seq=72 time=1.18925 ms
Reply from 10.0.0.1 seq=73 time=1.19715 ms
Reply from 10.0.0.1 seq=74 time=1.18925 ms
Reply from 10.0.0.1 seq=75 time=1.23734 ms
Reply from 10.0.0.1 seq=76 time=1.2333 ms
Reply from 10.0.0.1 seq=77 time=1.1999 ms
Reply from 10.0.0.1 seq=78 time=1.20124 ms
Reply from 10.0.0.1 seq=79 time=1.19727 ms
Reply from 10.0.0.1 seq=80 time=1.21508 ms
Reply from 10.0.0.1 seq=81 time=1.2026 ms
Reply from 10.0.0.1 seq=82 time=1.19018 ms
Reply from 10.0.0.1 seq=83 time=1.19774 ms
Reply from 10.0.0.1 seq=84 time=1.21711 ms
Reply from 10.0.0.1 seq=85 time=1.20711 ms
Reply from 10.0.0.1 seq=86 time=1.18925 ms
Reply from 10.0.0.1 seq=87 time=1.23779 ms
Reply from 10.0.0.1 seq=88 time=1.21126 ms
Reply from 10.0.0.1 seq=89 time=1.25038 ms
Reply from 10.0.0.1 seq=90 time=1.22925 ms
Reply from 10.0.0.1 seq=91 time=1.26362 ms
Reply from 10.0.0.1 seq=92 time=1.25626 ms
Reply from 10.0.0.1 seq=93 time=1.2504 ms
Reply from 10.0.0.1 seq=94 time=1.24132 ms
Reply from 10.0.0.1 seq=95 time=1.28438 ms
Reply from 10.0.0.1 seq=96 time=1.22925 ms
Reply from 10.0.0.1 seq=97 time=1.22925 ms
Reply from 10.0.0.1 seq=98 time=1.2801 ms
Reply from 10.0.0.1 seq=99 time=1.23287 ms
Reply from 10.0.0.1 seq=100 time=1.23754 ms
Reply from 10.0.0.1 seq=101 time=1.25066 ms
Reply from 10.0.0.1 seq=102 time=1.24437 ms
Reply from 10.0.0.1 seq=103 time=1.23833 ms
Reply from 10.0.0.1 seq=104 time=1.24918 ms
Reply from 10.0.0.1 seq=105 time=1.22925 ms
Reply from 10.0.0.1 seq=106 time=1.23925 ms
Reply from 10.0.0.1 seq=107 time=1.27886 ms
Reply from 10.0.0.1 seq=108 time=1.24528 ms
Reply from 10.0.0.1 seq=109 time=1.25732 ms
Reply from 10.0.0.1 seq=110 time=1.23717 ms
Reply from 10.0.0.1 seq=111 time=1.23469 ms
Reply from 10.0.0.1 seq=112 time=1.23398 ms
Reply from 10.0.0.1 seq=113 time=1.31808 ms
Reply from 10.0.0.1 seq=114 time=1.24091 ms
Reply from 10.0.0.1 seq=115 time=1.2389 ms
Reply from 10.0.0.1 seq=116 time=1.24212 ms
Reply from 10.0.0.1 seq=117 time=1.269 ms
Reply from 10.0.0.1 seq=118 time=1.24131 ms
Reply from 10.0.0.1 seq=119 time=1.22925 ms
Reply from 10.0.0.1 seq=120 time=1.24053 ms
Reply from 10.0.0.1 seq=121 time=1.24014 ms
Reply from 10.0.0.1 seq=122 time=1.29295 ms
Reply from 10.0.0.1 seq=123 time=1.22925 ms
Reply from 10.0.0.1 seq=124 time=1.22951 ms
Reply from 10.0.0.1 seq=125 time=1.27307 ms
Reply from 10.0.0.1 seq=126 time=1.26377 ms
Reply from 10.0.0.1 seq=127 time=1.23469 ms
Reply from 10.0.0.1 seq=128 time=1.24414 ms
